Text,True_Label,Predicted_Label
kikuyus kalenjins favoured luck loot uhuruto oversee,Hate Speech,Neither
world end soonyaani raila dayhe wajaluo mtatuonyesha aki,Offensive,Neither
kikuyus keep suporting killer regime yet even excempted assassinated,Offensive,Neither
luhyas best communicator best lawyer best doctor compared gema people,Hate Speech,Neither
brother despite political differenceskimani get shit head username_ arrestkimaningunjiri,Offensive,Neither
kembi kang ata clash church jubilee nomination odm username_ would shouting luo primitive nasapresident,Offensive,Neither
genius people think even weta kalonzo ask raila step kikuyus generalizing everything upus,Hate Speech,Neither
username_ kikuyus everywhere,Offensive,Neither
uhuru think kikuyus pay tax inaugurationke kenyamourns ripgeoffreymutinda,Hate Speech,Neither
come moses kuria ushenzi stopuhuruswardogs railathewardogsince pictwittercomdniebgyw,Offensive,Neither
hereby demand njoki ndungu apologise sue face name otherwise worth character assassinated,Offensive,Neither
yaani even nyakundi listens hbr whah,Offensive,Neither
luhyas eat ugali using fork knife day numbered,Offensive,Neither
kikuyus killed young man mpesa shop muthurwa he luo ihatesomepeople,Hate Speech,Neither
colourful white luo,Offensive,Neither
tha hell sifuna baby politics everything even farmer mundukhumundu,Offensive,Neither
looking jubilee line noticed neither kamba luhya community even closer smelling meat better nasa nasatroubles,Offensive,Neither
kisiis rich username__ username_ username_ username_ poor kisii know,Offensive,Neither
hate username__ masai angry laaaaah pity sey babe stay strong kay side sure,Offensive,Neither
kikuyus selfish cant vote outsider even cousin meru jst voting machine,Hate Speech,Neither
need agree kenyan going resist paying tax corruption madness stop username_ banksinnyssaga,Offensive,Neither
shame playing tribal card hungry luhyas nkt,Offensive,Neither
youre demonstrating london favor uhuru freely yet country demo teargased grow kikuyus uhuru cant make,Hate Speech,Neither
nyakundis girlfriend specifically see taking pic many slayqueens nyakundi declare wife,Offensive,Neither
uon population one tribe genius luo goon police force uthamaki poorly educated kikuyus,Hate Speech,Neither
gone railalocked tweet proponent kikuyus really sad,Offensive,Neither
nothing mrhujui wakikuyu bos nyamazahiyo pesa ulkula sigiri bridge inakusumbua,Offensive,Neither
uhuru must never work kenya president best cling power president kikuyus kalenjins,Hate Speech,Neither
kisiis embassava warudishe ushamba huko kisii nairobi,Hate Speech,Neither
waache tutawanyima hao wakikuyu,Offensive,Neither
true letter expected njue onset tribalism dna kikuyus bornplain trueyours faithfully,Offensive,Neither
funny slowly kalenjins becoming biggest thief kenya rotich murkomen hata wewe pia,Hate Speech,Offensive
utaachana sisi wakisii wewe username_ honestly find hard interacting men central kisii,Offensive,Neither
kikuyus kalenjins luo notwithmyvote favoured kenyan,Offensive,Neither
madamwaiguru resignation icc factor moseskuria proposal lesser assembly full,Offensive,Neither
luo rich people money kikuyus poor people money,Offensive,Neither
kikuyus pronounce avicii speaking mothertongue avic,Offensive,Neither
dont care put mother iebc wish election unstoppable tuwaonyeshe tena wembeniuleule,Offensive,Neither
hate kikuyus,Hate Speech,Neither
government two tribe kalenjins kikuyuswhere youthsam disappointed,Offensive,Neither
vitendo vya wazungu kuporwa pochi pembeni barabara vimezidi hawa wazungu wenyewe hawana vitu vya thamani jamani username_,Offensive,Neither
luhya men want submissive woman kikuyu submissiveness trap kill,Hate Speech,Neither
playing masai slut,Hate Speech,Neither
vote wrongjubilee cant buy everyone vote mass noreformsnoelections,Offensive,Neither
wtf nciconfakenews police officer kondele asked body bag ready kill luolivesmatter,Offensive,Neither
update want hear chiloba surrogate leaving noreformsnoelections,Offensive,Neither
luo kenyan scare cant believe gathered make noise username_ hypocrisyincord,Offensive,Neither
uhuru bdo utaongea sanaaa wakikuyu wko sidhan kama mnaeza impeach mtu utaacha wizii,Offensive,Neither
luhyas dividend tribe khalwale madvd weta ababu lusaka center,Offensive,Neither
arrestkimaningunjiri dont leave behind accomplice gov kinuthia,Offensive,Neither
lmao username_ kikuyus twitter tweet hardcore kiuk word selling kikuyu dictionary,Hate Speech,Neither
wtf height bullshit fervently believe kikuyus raised culture hate disdain community wonder skewed narrative mau mau alone liberated kenya similar german brainwashed hitler aryan race superiority,Offensive,Neither
hate tribalistic manhe die soon mentioning luo,Offensive,Hate Speech
foolish kikuyus end nighwe hav teach lesson bigger thot police til pulled new trick,Hate Speech,Neither
kitengela riot land dispute many kiled injuredmaasai want thea shear,Offensive,Neither
victoria rubadiri need good dick life,Offensive,Neither
luo romantic know luo somewhwre watching game pumping someone,Offensive,Neither
kikuyus kalenjins really bitter secession bill hon kaluma homa bay want lazy poor people give problem let die poverty,Hate Speech,Offensive
cracked raila jinx losing poll luo curse kikuyus chosen,Hate Speech,Neither
hawa wasomali ata hawajauliwa mshapayuka huku watu warudi kwao kama hawana official document,Neither,Offensive
tribalism major issue pipeline kalenjins control parastatal,Offensive,Neither
kenya luo damn,Hate Speech,Neither
kikuyus cool people fucked ignorant arrogant creature feel kenya sit everyones head,Neither,Offensive
thank god railapresser stand tell super thief,Offensive,Neither
luhyas becoming cartoon kill wife love chicken hahahaha,Offensive,Neither
username_ went silent knew fake news cooked see wakoranetwork let remind noreformsnoelections,Offensive,Neither
kikuyus enemy luo occupant pig sty parliament knowthetruth,Offensive,Neither
diaryofagangster kikuyus record holder gang country real wakikuyu wezi,Hate Speech,Neither
luo man kenya number one tribalistwas quick call waigurus resignation kideros arrest mumias railathetribalchief,Hate Speech,Neither
bunch numbskulls real fast forgotten waititu maasai fiasco people got killed,Offensive,Neither
raila hack iebc check uhuru hacked instead using opportunity rigging railapresser,Offensive,Neither
luhyas dont die stop eating hii ndio hate speech sio hiyo moses kuria,Offensive,Neither
said nyakundi completed study could free citizen rational thinking without penning stupid article gossip blog kisii university readmit academic dwarf turned blogger pictwittercomzvrfxbwqix,Offensive,Neither
wafula chebukati ball show jubilee ball respect cheer noreformsnoelections,Offensive,Neither
twitter double standard kill call luhyas greedy fun call luo poor tribalism lmao,Offensive,Neither
raila people president cyprian nyakundi boy child president think powerful,Offensive,Neither
waluhya waluhya munatuaibisha tabia madame waluhya hawa exposingi cleavage boob zao coz matiti zao,Offensive,Hate Speech
luo dirty truth told,Hate Speech,Neither
know prisoner kikuyus voted along tribal line,Hate Speech,Neither
hear want arrest fellow designed bridge kisii degree cybercrime conspiracy cybercrimethings tough,Offensive,Neither
unadhani kujenga uzalendo ngumu basi kujitoa mhanga kwa ajili nchi ndo kumewafikisha hawa wazungu walipo leo,Neither,Offensive
reform nasa want raila odinga head iebc declare sieenzi noreformsnoelections,Offensive,Neither
foolish nigga username_ hate tribal sometimes get point say,Offensive,Neither
watu sda hii kenya ndo wanaongea hata kama hamtatupea amani nyi ndo mnasema ukweli nway noreformsnoelections,Offensive,Neither
kikuyus destroy kenyado research labelling research,Offensive,Neither
luo proof god fair loose national election unfairly god give power conquer world,Offensive,Neither
fool driving railathetribalchief report sex pest boss murderer assasins thief retreating,Offensive,Neither
smart man stop giving nyakundi airtime,Offensive,Neither
luhya mobile game chase hen earn point bump maize flour get speed boost,Neither,Offensive
true juju love juju juju hate white juju hate juju white juliussmalema blinglifestyle yacht jewellery mansion luxurycars gucci breitling rolex racist hatespeech moneymoneymoney tender taxevasion kiddiamin pictwittercomufqbucqi,Offensive,Neither
kisiis cunt yeah right username_ kisiis love manchester united,Hate Speech,Neither
money used election exercise kalenjin kikuyus taxpayer money mongrel,Hate Speech,Neither
best fighting corruption kikuyus addicted theft cant see uhurus looting affect economy,Hate Speech,Neither
statehouse busy deploying blogger raila deploying financial expert uhurueurothieves,Offensive,Neither
kamba proper turncoatshave zero convictionsi fear username_ goner ukambani,Hate Speech,Neither
kill luo kikuyus radicalize luhya coz kenyan blood thirsty police force must condemned luolivesmatter,Offensive,Neither
hear luo led raila hate rutomisconception denied username_ presidency bel evil username_,Offensive,Neither
parroting public gimmick action speak otherwise stopuhuruswardogs,Offensive,Neither
uhuru kenyatta failed he infuriating tribalism gain support remaining honest kikuyus resist toowe,Offensive,Neither
uhuru decided interpret judgment noreformsnoelections everyone eat hisher tomato,Offensive,Neither
username_ boxed raila goon railathetribalchief,Offensive,Neither
dont even need anymore fagiawote,Offensive,Neither
guard sunvaley luhyas voted despite threatintimidation luo goon username_,Hate Speech,Neither
soon start eliminating votersanything stand way ripmsando,Offensive,Neither
kikuyus kalenjins preeminent practitioner ukabila shout loudest denouncing others username_ username_ username_,Hate Speech,Neither
kisiis trying cool struggle real hatutaringa,Offensive,Neither
worry alshabab registered homeland terrorist username_ mafia jubileedemos noreformsnoelections pictwittercomfbdghxvlpc,Offensive,Neither
maina kamanda starehe said kikuyus preach peace pple shoul igniting sad pictwittercomkguunsnys,Hate Speech,Neither
campaigning luolivesmatter youwhen baby pendo shot ulikuwa wapijust journalist belongs tribe,Offensive,Neither
luo making baby weekend dilema whether name baby divork origi junior marine one,Offensive,Neither
mtu power hata kama unatumia candle tribelessyouth shown power fagiawote movement let try new thief,Offensive,Neither
need bluntness plainspeaking cutting chase look thing bad even said bullshit press conference also btw thanks tun use bullshit impunity muahahhahaha,Offensive,Neither
kisii next luo kwa kuongea upus mingi,Hate Speech,Offensive
kikuyus sinking kenya abyss thirst power supremeleaks,Hate Speech,Offensive
wacka flocka meek mill lil jon kisiis live abroad,Offensive,Neither
kikuyus occupied stadiumhahhaathis call unitary statewe shall accept move thoughtwe headed protracted battle soonest,Offensive,Neither
hate kikuyus luo towards need grow kenyan fed,Hate Speech,Neither
uhuru struggled get vote baba got wonder cheap desperate side show noreformsnoelections,Offensive,Neither
big ear must hate luo know camel talk side mouth askduale,Hate Speech,Neither
kikuyus hate cause aint,Hate Speech,Neither
wauzaji kikuyu wanunuzi wajaluo polisi waua wanunuzi biasharar itakuwa kweli,Offensive,Neither
video white woman explain kenyan maasai morans best bed,Hate Speech,Neither
sisi kama wakisii ashamed called man moseti would sad indeed last thing todo,Offensive,Neither
went bed jubilee long time ago spare charade noreformsnoelections,Offensive,Neither
uhurus brookside product common meal klmair france brookside also sole supplier still blaming luo kirubi shit,Hate Speech,Neither
